sex,age_cat,race,score
Male,25 - 45,Caucasian,0.5021917325998251
Male,25 - 45,African-American,0.5007322294886002
Male,25 - 45,Caucasian,0.5007312592113283
Male,25 - 45,Caucasian,0.5007304787301304
Female,25 - 45,Caucasian,0.5007304111166876
Female,25 - 45,Caucasian,0.5007302584042294
Female,Less than 25,Caucasian,0.4992703273342163
Male,Less than 25,African-American,0.4992701592827659
Male,Greater than 45,African-American,0.4992700332996622
Male,Less than 25,African-American,0.49926982133862813
Male,25 - 45,African-American,0.4992697014946747
Male,Less than 25,Caucasian,0.4992695869248936
Male,Less than 25,African-American,0.49926956449385007
Male,25 - 45,Caucasian,0.499269396651454
Male,Less than 25,Hispanic,0.49926938172120355
Male,25 - 45,Hispanic,0.4992693675593456
Male,25 - 45,African-American,0.49926935413992596
Male,Less than 25,African-American,0.4992693311657972
Male,Less than 25,African-American,0.4992691712713382
Male,25 - 45,Other,0.49926913149819613
Male,Less than 25,Caucasian,0.4992687156028976
Male,Less than 25,Caucasian,0.49926853624782447
Male,Less than 25,African-American,0.4992684157006355
Male,Less than 25,Hispanic,0.4992682457148941
Male,Greater than 45,Hispanic,0.499266982338216
Male,25 - 45,African-American,0.49707711870688753
Male,25 - 45,African-American,0.49707427557236955
Male,Greater than 45,African-American,0.4963428234530417
Male,25 - 45,African-American,0.4956150702794685
Male,25 - 45,African-American,0.4956133055414678
Male,Less than 25,African-American,0.49415320836789717
Male,Less than 25,Hispanic,0.4941531599897449
Male,25 - 45,African-American,0.49415298442533906
Male,25 - 45,African-American,0.4941528931368189
Male,25 - 45,African-American,0.49415266261325996
Male,25 - 45,African-American,0.49415221285799144
Female,25 - 45,African-American,0.49415120222079534
Male,Less than 25,African-American,0.4926923289672604
Male,25 - 45,African-American,0.49269162033065533
Female,25 - 45,African-American,0.4926898566381986
Male,25 - 45,Caucasian,0.49268961239719167
Male,25 - 45,African-American,0.4926895445906496
Male,25 - 45,African-American,0.49268951121703225
Male,25 - 45,African-American,0.4926888023332172
Male,25 - 45,African-American,0.4926874360505783
Male,25 - 45,African-American,0.49195917636006564
Male,25 - 45,African-American,0.49195886973539515
Female,Less than 25,Caucasian,0.4912302526984618
Male,Less than 25,African-American,0.4912297350960414
Male,Less than 25,Caucasian,0.491229624940862
Female,Less than 25,African-American,0.49122955967186055
Male,Less than 25,Other,0.49122941879464055
Male,Less than 25,Caucasian,0.49122933951829245
Female,Less than 25,African-American,0.4912292359427277
Female,Less than 25,African-American,0.4912291561616501
Male,25 - 45,Caucasian,0.4912291159699418
Male,Less than 25,Caucasian,0.4912287584587386
Male,Less than 25,African-American,0.4912287440623441
Male,Less than 25,Caucasian,0.491228716904313
Male,Less than 25,African-American,0.49122870741559305
Male,Less than 25,Caucasian,0.4912287030202063
Female,25 - 45,Caucasian,0.49122859248680845
Male,Less than 25,African-American,0.491228532841653
Male,25 - 45,African-American,0.49122853277468714
Male,Less than 25,Caucasian,0.49122851397091505
Female,Less than 25,Caucasian,0.4912284476038404
Male,Less than 25,Caucasian,0.49122841881861196
Male,Less than 25,Caucasian,0.4912283502311717
Male,25 - 45,Caucasian,0.4912282144771719
Male,Less than 25,Other,0.4912281961311804
Male,Less than 25,African-American,0.4912281908747808
Male,Less than 25,African-American,0.49122814374895385
Male,25 - 45,Caucasian,0.4912281289097379
Male,Less than 25,African-American,0.49122797499762616
Male,Less than 25,African-American,0.4912279658679257
Male,Less than 25,Asian,0.49122796439760247
Male,Less than 25,African-American,0.49122783622405397
Male,Less than 25,African-American,0.4912278197032362
Male,Less than 25,Caucasian,0.4912278070813946
Male,Less than 25,African-American,0.49122754215601105
Male,Less than 25,African-American,0.49122742986465806
Male,Less than 25,Other,0.49122742898356464
Male,Less than 25,African-American,0.4912274160361606
Female,25 - 45,African-American,0.491227381242329
Male,Less than 25,African-American,0.49122736128038214
Male,Less than 25,Caucasian,0.4912273442197828
Female,Less than 25,Other,0.49122732546665016
Male,Less than 25,African-American,0.49122728611720917
Female,Less than 25,Caucasian,0.49122727487850393
Male,Less than 25,Caucasian,0.49122680462749385
Female,Less than 25,Caucasian,0.4912267635093571
Male,Less than 25,African-American,0.4912265426577697
Female,Less than 25,Caucasian,0.4912264560642593
Male,Less than 25,Other,0.49122639082664193
Female,25 - 45,Caucasian,0.49122597082428754
Female,Less than 25,Hispanic,0.4912258762883381
Male,Less than 25,Hispanic,0.49122532374754707
Male,25 - 45,African-American,0.4890358408654876
Male,25 - 45,African-American,0.48903520068139605
Female,25 - 45,African-American,0.48903455634523224
Male,25 - 45,Caucasian,0.48757395221465055
Male,25 - 45,African-American,0.4875739219362473
Male,25 - 45,Caucasian,0.48757344991454604
Male,25 - 45,African-American,0.48757315222459974
Male,25 - 45,African-American,0.4875718321426206
Male,Greater than 45,African-American,0.48757179551098034
Male,25 - 45,Caucasian,0.4875717407049401
Male,25 - 45,African-American,0.4875712224299018
Male,Less than 25,Caucasian,0.4861134924950187
Female,25 - 45,African-American,0.48611304402819394
Male,25 - 45,Hispanic,0.4861117226292049
Male,25 - 45,African-American,0.4861116487769572
Male,25 - 45,Caucasian,0.48611160142947357
Male,25 - 45,Caucasian,0.48611140783989515
Female,25 - 45,African-American,0.4861113732433241
Male,Greater than 45,Asian,0.4861113353405742
Female,25 - 45,African-American,0.48611090908313764
Male,Less than 25,African-American,0.4861106355630798
Male,25 - 45,African-American,0.4861104580294694
Male,25 - 45,Caucasian,0.48611012367774475
Male,25 - 45,African-American,0.4861096711541586
Male,Greater than 45,African-American,0.486109653021411
Male,Greater than 45,African-American,0.4853802378763292
Male,Greater than 45,African-American,0.4853791882143591
Male,Less than 25,African-American,0.48465166034073076
Male,Less than 25,African-American,0.48465108877245877
Female,Less than 25,Caucasian,0.4846505970559688
Male,Less than 25,Other,0.4846505663770128
Male,Less than 25,Caucasian,0.48465047865787697
Male,Less than 25,African-American,0.4846504210336778
Male,Less than 25,Caucasian,0.4846498730508789
Male,Less than 25,African-American,0.4846498401733277
Male,25 - 45,African-American,0.484649493611498
Male,Less than 25,African-American,0.48464948709464806
Female,Less than 25,African-American,0.4846494744697427
Male,25 - 45,Other,0.4846492761135028
Male,Less than 25,African-American,0.48464914527717007
Male,Less than 25,African-American,0.4846490363452872
Male,Less than 25,Caucasian,0.48464894469316855
Female,Less than 25,Other,0.48464889631906694
Male,25 - 45,African-American,0.48464886428799975
Male,Less than 25,African-American,0.4846488208297156
Male,Less than 25,African-American,0.4846487596941216
Male,Less than 25,African-American,0.48464856259623995
Male,Less than 25,Other,0.484648384840387
Male,Less than 25,African-American,0.4846483585382218
Male,Less than 25,African-American,0.4846483041995583
Male,25 - 45,Caucasian,0.48464822709271277
Male,Less than 25,Caucasian,0.4846482014890844
Male,25 - 45,African-American,0.4846481404446216
Male,Less than 25,Caucasian,0.4846481164578019
Female,25 - 45,African-American,0.48464793147752955
Male,Less than 25,African-American,0.4846477917468623
Female,Less than 25,Caucasian,0.48464770821989756
Male,Less than 25,African-American,0.4846476664309957
Male,25 - 45,African-American,0.4846476582173123
Male,Less than 25,African-American,0.48464742280021167
Male,Greater than 45,African-American,0.4824560219420806
Male,25 - 45,Caucasian,0.4824557626219859
Male,25 - 45,African-American,0.48099475619606724
Female,25 - 45,African-American,0.48099433334181124
Male,Greater than 45,Caucasian,0.4809924554323434
Male,25 - 45,African-American,0.4795339675975802
Male,Less than 25,African-American,0.4795332401018088
Male,25 - 45,African-American,0.4795329714898298
Female,Less than 25,African-American,0.47953288165025554
Female,Less than 25,Caucasian,0.4795325803923848
Male,25 - 45,African-American,0.4788018869184172
Female,25 - 45,Caucasian,0.47807207180113
Male,25 - 45,African-American,0.4780717487531106
Male,Less than 25,Caucasian,0.4780712970044845
Male,Greater than 45,Caucasian,0.47807114057518907
Male,25 - 45,Caucasian,0.4780706386345331
Female,25 - 45,Caucasian,0.4780701059305978
Male,25 - 45,African-American,0.4780695290050105
Male,Less than 25,African-American,0.4780695259417109
Male,25 - 45,Caucasian,0.4780693564787922
Male,25 - 45,Other,0.47806922134462626
Male,25 - 45,Caucasian,0.47806915821339724
Male,Less than 25,African-American,0.478069091727652
Male,25 - 45,Caucasian,0.47806906635336543
Female,25 - 45,Caucasian,0.4780688618179792
Male,Less than 25,African-American,0.4780677409061643
Male,Greater than 45,African-American,0.4773395351238023
Male,Greater than 45,African-American,0.4773393901048645
Female,Greater than 45,African-American,0.4773393213390288
Female,25 - 45,Caucasian,0.47587661826760075
Male,25 - 45,African-American,0.4758759047054813
Male,25 - 45,African-American,0.47441787326372936
Male,25 - 45,African-American,0.4744168105777632
Male,Greater than 45,African-American,0.4744161456012587
Male,25 - 45,African-American,0.47441586371431244
Male,25 - 45,Caucasian,0.4744156572124177
Male,25 - 45,African-American,0.47441498302141166
Male,25 - 45,African-American,0.47295584098020244
Male,25 - 45,Hispanic,0.4729533867575197
Male,Less than 25,Caucasian,0.4714930580778514
Male,25 - 45,Caucasian,0.4714929086251085
Male,Less than 25,African-American,0.4714921463101024
Male,Less than 25,Caucasian,0.47149206536898264
Male,Less than 25,African-American,0.47149181209641483
Male,25 - 45,Other,0.47149176942642207
Male,Less than 25,Caucasian,0.47149147808461245
Male,Less than 25,African-American,0.47149132575250813
Male,25 - 45,Caucasian,0.4714910417286679
Male,Less than 25,Caucasian,0.4714908093374497
Male,Less than 25,Hispanic,0.47149073414813764
Male,25 - 45,African-American,0.4714903789602979
Male,25 - 45,African-American,0.4707603454896096
Male,25 - 45,African-American,0.4692974300478259
Male,25 - 45,African-American,0.4678359854464978
Male,25 - 45,African-American,0.46637577306992023
Female,25 - 45,Caucasian,0.46637487170183195
Male,25 - 45,African-American,0.4663747537879477
Male,25 - 45,African-American,0.466374589295922
Male,25 - 45,African-American,0.46637455482736423
Female,25 - 45,African-American,0.46637433892124064
Male,25 - 45,African-American,0.46637417283862265
Male,Greater than 45,African-American,0.46637346212084757
Male,25 - 45,African-American,0.46637277338166017
Male,Greater than 45,African-American,0.4663726000912689
Male,Greater than 45,Hispanic,0.4663723998690871
Male,Less than 25,African-American,0.46491364753865605
Female,25 - 45,African-American,0.4649129220724761
Male,25 - 45,African-American,0.46491288489879806
Male,Less than 25,African-American,0.46491286812492105
Male,Less than 25,Caucasian,0.4649124739087792
Male,25 - 45,African-American,0.46491241322490656
Male,25 - 45,Hispanic,0.46491210889116025
Female,Greater than 45,African-American,0.46491204276160986
Male,Less than 25,African-American,0.46491198271279793
Male,Less than 25,African-American,0.464911642424678
Male,25 - 45,African-American,0.46491122949225716
Male,25 - 45,African-American,0.46491104139052725
Male,25 - 45,African-American,0.46491095404163335
Male,Greater than 45,African-American,0.46418155909322806
Female,Less than 25,Other,0.46345345345829114
Female,Less than 25,African-American,0.4634523305613858
Male,Less than 25,African-American,0.463451836472552
Female,Less than 25,Caucasian,0.4634517062071676
Male,Less than 25,African-American,0.4634516125443526
Male,Less than 25,African-American,0.4634515828425376
Female,25 - 45,Caucasian,0.4634515791075523
Female,Less than 25,African-American,0.46345152597246503
Female,Less than 25,African-American,0.4634513875268858
Male,Less than 25,Hispanic,0.46345137378384565
Female,Less than 25,African-American,0.4634512638495399
Male,Less than 25,African-American,0.46345118708275934
Female,Less than 25,Other,0.4634511737134054
Male,Less than 25,Other,0.4634511547444983
Male,Less than 25,African-American,0.4634511190143595
Male,Less than 25,African-American,0.4634510961954135
Male,Less than 25,Caucasian,0.4634508324619257
Female,Less than 25,African-American,0.46345079960283275
Male,Less than 25,African-American,0.46345077602874307
Male,Less than 25,African-American,0.4634506781860359
Male,Less than 25,African-American,0.46345051287379707
Male,Less than 25,African-American,0.46345047753900837
Male,Less than 25,African-American,0.4634504383625379
Male,Less than 25,Caucasian,0.46345034352846187
Male,Less than 25,Caucasian,0.463450319615134
Female,Less than 25,African-American,0.46345020271256676
Male,Less than 25,Hispanic,0.46345017285888723
Male,25 - 45,Caucasian,0.46345013474850555
Male,Less than 25,African-American,0.46345008357251705
Male,Less than 25,Caucasian,0.463449729181353
Female,Less than 25,Caucasian,0.4634497046374126
Female,Less than 25,African-American,0.46344970023299986
Male,Less than 25,African-American,0.46344965098182317
Male,Less than 25,African-American,0.4634496460452762
Male,Less than 25,African-American,0.46344933348838363
Male,Less than 25,African-American,0.46344918135369395
Male,Less than 25,African-American,0.4634491710213302
Male,Less than 25,Caucasian,0.46344883455338776
Male,Less than 25,African-American,0.46344855749065944
Male,25 - 45,African-American,0.46271972576076414
Male,25 - 45,African-American,0.46271796266229953
Male,25 - 45,African-American,0.46271750186271315
Male,25 - 45,African-American,0.4612572353700743
Female,Greater than 45,Caucasian,0.46052562345813125
Female,25 - 45,African-American,0.45979607870788103
Male,Greater than 45,Caucasian,0.45979562218970976
Female,25 - 45,Caucasian,0.4597954997586995
Male,25 - 45,Caucasian,0.45979543635789294
Male,Greater than 45,Hispanic,0.45979536832563817
Male,25 - 45,African-American,0.4597948388543632
Male,25 - 45,Hispanic,0.4597943600449805
Male,25 - 45,African-American,0.4597929894793444
Male,Greater than 45,Caucasian,0.4590642516143383
Male,25 - 45,African-American,0.458334138762712
Male,Less than 25,African-American,0.458333893897417
Male,25 - 45,Caucasian,0.45833372004448575
Male,25 - 45,Hispanic,0.4583335946565949
Male,25 - 45,African-American,0.45833355521151026
Male,25 - 45,Hispanic,0.45833267926789256
Male,25 - 45,Caucasian,0.4583325038540289
Male,25 - 45,African-American,0.458332433621795
Male,25 - 45,African-American,0.4583315174494319
Female,25 - 45,African-American,0.4568731052191764
Male,Less than 25,African-American,0.4568724752438719
Female,25 - 45,African-American,0.4568724461357752
Female,Less than 25,African-American,0.45687237687496357
Male,Less than 25,Hispanic,0.45687226854815166
Male,Less than 25,Caucasian,0.45687213595728515
Male,Less than 25,African-American,0.45687172245578433
Male,Less than 25,Caucasian,0.4568716955070636
Male,Less than 25,African-American,0.45687160984031944
Male,25 - 45,Caucasian,0.4568715557461084
Male,Less than 25,African-American,0.45687151443303853
Male,Less than 25,African-American,0.4568714486267399
Male,Less than 25,African-American,0.4568712581099052
Male,Less than 25,African-American,0.45687104561673547
Male,Less than 25,African-American,0.4568709274012766
Male,Less than 25,African-American,0.45687088326788694
Male,Less than 25,African-American,0.45687070152556336
Male,Less than 25,African-American,0.45687063767061276
Male,25 - 45,Caucasian,0.45687056818832006
Male,Less than 25,African-American,0.4568705468264862
Male,Less than 25,African-American,0.45687024170589474
Male,Less than 25,African-American,0.45687022624160817
Male,Less than 25,African-American,0.45686986460843765
Male,Less than 25,Caucasian,0.45686982306017043
Female,Less than 25,Caucasian,0.4568693292750346
Male,25 - 45,African-American,0.45467975781042186
Male,Greater than 45,African-American,0.45467885406193975
Female,25 - 45,African-American,0.45467706193182444
Male,25 - 45,African-American,0.45321780730216116
Male,25 - 45,African-American,0.45321737615737856
Male,25 - 45,Caucasian,0.453216586476419
Male,Greater than 45,Caucasian,0.453216238370604
Male,25 - 45,African-American,0.45321616023014305
Male,25 - 45,Caucasian,0.453215630014688
Male,25 - 45,African-American,0.45321524920194634
Male,25 - 45,African-American,0.4532151072960247
Male,25 - 45,African-American,0.4524847232703165
Male,25 - 45,African-American,0.4517559364824081
Male,25 - 45,African-American,0.4517555824411625
Male,Less than 25,Other,0.45175556423064805
Male,Less than 25,African-American,0.45175543329679985
Male,25 - 45,African-American,0.4517552136285171
Male,25 - 45,Caucasian,0.45175516376271346
Male,25 - 45,African-American,0.45175480748731267
Male,25 - 45,African-American,0.4517546155995308
Male,Less than 25,African-American,0.4517541270655993
Male,25 - 45,African-American,0.45175373457628626
Male,Less than 25,Hispanic,0.451753426681094
Male,25 - 45,African-American,0.4502944315679825
Male,25 - 45,Caucasian,0.4502942399419923
Male,Less than 25,African-American,0.450294189632471
Male,25 - 45,African-American,0.45029395290885416
Male,Less than 25,African-American,0.4502934135136082
Female,Less than 25,Caucasian,0.4502930448400713
Male,25 - 45,African-American,0.45029303620444183
Male,25 - 45,African-American,0.45029303582009494
Male,25 - 45,African-American,0.4502930005239561
Male,Less than 25,African-American,0.45029295780545686
Male,Less than 25,African-American,0.45029282783551666
Male,25 - 45,Caucasian,0.45029270498980833
Male,Less than 25,African-American,0.45029246506290177
Female,Less than 25,African-American,0.45029245710661453
Male,25 - 45,African-American,0.45029226895418223
Male,25 - 45,Caucasian,0.4502920636885862
Male,Greater than 45,African-American,0.4502918701131483
Male,Less than 25,Caucasian,0.45029180269547775
Male,25 - 45,African-American,0.45029148802105257
Male,Less than 25,African-American,0.4502914701883974
Male,25 - 45,African-American,0.4502914220629896
Male,25 - 45,Hispanic,0.4502912406491122
Male,Less than 25,Caucasian,0.4502900414689051
Male,Greater than 45,African-American,0.4495616655022344
Male,Greater than 45,African-American,0.4481006601585723
Female,25 - 45,African-American,0.4480998685035402
Male,Greater than 45,African-American,0.4480987166975861
Male,25 - 45,African-American,0.44809857429847544
Male,25 - 45,African-American,0.4466383799079863
Male,25 - 45,African-American,0.44663812682273063
Male,25 - 45,Caucasian,0.44663760730311697
Male,25 - 45,African-American,0.4466362170725422
Male,25 - 45,African-American,0.4451757846134866
Male,Less than 25,African-American,0.4437139123993378
Male,Less than 25,African-American,0.44371371563715206
Male,Less than 25,African-American,0.4437135479778908
Male,25 - 45,African-American,0.4437130223937868
Male,25 - 45,African-American,0.4437127860230118
Male,Less than 25,African-American,0.443712780198769
Male,Less than 25,African-American,0.4437121844957912
Male,Less than 25,Caucasian,0.4437119567108684
Male,Greater than 45,African-American,0.44298345749350926
Female,25 - 45,Hispanic,0.4429824579560078
Male,25 - 45,African-American,0.4429821191056158
Male,25 - 45,African-American,0.44225058457816235
Male,25 - 45,African-American,0.44005936929746753
Male,25 - 45,African-American,0.44005908395317017
Male,25 - 45,African-American,0.43859749674031906
Male,25 - 45,Other,0.4385974731135714
Male,25 - 45,African-American,0.43859739362627476
Male,Less than 25,Caucasian,0.4385968389593937
Male,25 - 45,African-American,0.43859673998400706
Male,25 - 45,African-American,0.43859669594044565
Male,25 - 45,African-American,0.43859633099732553
Male,25 - 45,African-American,0.4385958958828941
Male,25 - 45,African-American,0.4371357443274676
Male,25 - 45,African-American,0.43713526888724114
Male,25 - 45,African-American,0.43713489393797117
Male,25 - 45,African-American,0.4371348620165992
Male,25 - 45,African-American,0.43713438871400523
Male,Less than 25,Caucasian,0.43713399326353936
Female,Less than 25,Caucasian,0.4371334410860916
Male,Greater than 45,African-American,0.4364031202824185
Male,Less than 25,Caucasian,0.4356741910833679
Male,Less than 25,African-American,0.4356741864870644
Female,Less than 25,African-American,0.43567390488690927
Male,Less than 25,Hispanic,0.4356737709573194
Male,Less than 25,African-American,0.4356736914717204
Male,Less than 25,African-American,0.4356736492875465
Male,Less than 25,African-American,0.4356736290357851
Male,Less than 25,Native American,0.4356735273649231
Female,25 - 45,Caucasian,0.43567352612247473
Male,Less than 25,Caucasian,0.4356734687933374
Male,25 - 45,African-American,0.43567316577007503
Male,Less than 25,Hispanic,0.43567316315748994
Male,25 - 45,African-American,0.435673118412105
Male,25 - 45,Hispanic,0.43567311518941565
Male,Less than 25,Other,0.435672933315455
Male,25 - 45,African-American,0.4356728974564457
Male,25 - 45,Caucasian,0.43567285324239363
Male,Less than 25,Other,0.4356728446099223
Male,Less than 25,Caucasian,0.4356727468109071
Male,Less than 25,African-American,0.4356726893613028
Male,25 - 45,Caucasian,0.43567268669589304
Male,Greater than 45,African-American,0.4356726743028477
Male,25 - 45,Caucasian,0.4356726564147401
Male,Less than 25,Caucasian,0.43567264106385767
Male,Less than 25,African-American,0.43567263113252014
Female,Less than 25,African-American,0.43567222068454153
Male,Less than 25,African-American,0.435672013051208
Male,Less than 25,African-American,0.4356720096941328
Male,25 - 45,Caucasian,0.4356719365746623
Male,25 - 45,African-American,0.435671789516872
Male,25 - 45,African-American,0.43567176230075466
Female,Less than 25,African-American,0.4356717204394488
Male,25 - 45,African-American,0.43567118983656994
Female,Less than 25,Caucasian,0.43567107452328885
Female,Less than 25,African-American,0.43567100434003886
Female,25 - 45,African-American,0.4356708300944818
Male,Less than 25,Caucasian,0.43567080747240344
Male,Less than 25,African-American,0.4356702223013053
Male,25 - 45,African-American,0.43201908657343746
Male,Greater than 45,African-American,0.4320173162567768
Male,Greater than 45,Caucasian,0.43201705651454114
Male,Greater than 45,Hispanic,0.43201680614126026
Male,25 - 45,African-American,0.4305564078743272
Female,25 - 45,African-American,0.4305561907288666
Male,25 - 45,African-American,0.4305561861481306
Male,25 - 45,African-American,0.43055615281011506
Male,25 - 45,African-American,0.43055594984335577
Male,Greater than 45,African-American,0.4305555464747854
Male,25 - 45,African-American,0.43055505055310883
Male,25 - 45,African-American,0.43055498490087063
Male,25 - 45,African-American,0.43055464262259846
Male,25 - 45,Caucasian,0.43055412418873235
Female,Less than 25,Caucasian,0.4305538863190835
Female,Less than 25,Caucasian,0.42909559767609046
Male,25 - 45,African-American,0.42909529602058905
Male,Less than 25,Caucasian,0.42909487680519254
Male,Less than 25,African-American,0.4290946804284707
Female,Less than 25,Caucasian,0.4290941629374955
Male,Less than 25,Hispanic,0.4290941619609269
Male,25 - 45,Caucasian,0.42909414559494846
Male,Less than 25,Hispanic,0.42909394628249875
Male,25 - 45,African-American,0.429093936467293
Female,Less than 25,African-American,0.4290937740401592
Male,Less than 25,Caucasian,0.42909375198814836
Male,Less than 25,African-American,0.4290937110314512
Male,25 - 45,African-American,0.4290936276501658
Male,Less than 25,African-American,0.42909358325254504
Female,Less than 25,African-American,0.4290934342787254
Male,Less than 25,African-American,0.4290933367549748
Male,Less than 25,African-American,0.42909329225871085
Male,Less than 25,Caucasian,0.4290931026833817
Male,25 - 45,Caucasian,0.42909293880010674
Male,25 - 45,African-American,0.42909284609546827
Male,Less than 25,Caucasian,0.4290928322771052
Male,Less than 25,Hispanic,0.42909232134906355
Male,25 - 45,African-American,0.4269009691364804
Male,Greater than 45,African-American,0.4268997025591877
Male,25 - 45,African-American,0.4254403571989512
Male,25 - 45,Caucasian,0.42543714666242965
Male,25 - 45,African-American,0.4239782055967351
Male,25 - 45,African-American,0.4239778771196096
Female,25 - 45,African-American,0.42397623451283384
Male,25 - 45,Caucasian,0.4225158239453867
Male,Less than 25,Hispanic,0.42251551681565996
Male,25 - 45,African-American,0.42251528032332
Male,25 - 45,African-American,0.42251509853924524
Male,Less than 25,African-American,0.4225144164319782
Male,25 - 45,Hispanic,0.42251414275019394
Male,Less than 25,African-American,0.4225136546290029
Female,Less than 25,African-American,0.42251364109872896
Male,Less than 25,Caucasian,0.42251293478148455
Male,25 - 45,African-American,0.4217840558031962
Male,25 - 45,African-American,0.4203229115182797
Female,25 - 45,African-American,0.4188606412003855
Female,25 - 45,African-American,0.41885851718436923
Male,25 - 45,Hispanic,0.41739921256433293
Male,25 - 45,African-American,0.41739847548319275
Male,25 - 45,Caucasian,0.41739822599309406
Male,Less than 25,African-American,0.41739762141170755
Male,25 - 45,African-American,0.41739759711735835
Male,25 - 45,African-American,0.41739757721187826
Male,Greater than 45,Caucasian,0.4173971761641723
Female,25 - 45,Caucasian,0.4159375343983786
Male,Less than 25,Caucasian,0.4159365052339542
Male,Less than 25,African-American,0.41593602578507477
Male,Less than 25,Caucasian,0.4159357940543983
Male,25 - 45,African-American,0.41593542242273035
Male,Less than 25,African-American,0.4159349895226874
Male,Less than 25,Caucasian,0.4159336960817082
Male,25 - 45,African-American,0.4152063198143493
Female,25 - 45,Caucasian,0.4152036653681904
Male,Greater than 45,Caucasian,0.41373990515596126
Male,25 - 45,African-American,0.4122817892271611
Male,25 - 45,African-American,0.41228122311222315
Male,25 - 45,African-American,0.41227976659605
Male,25 - 45,African-American,0.4108190577673881
Male,25 - 45,African-American,0.41081882871687303
Male,Less than 25,African-American,0.41081769632141507
Male,25 - 45,African-American,0.41081730886796897
Male,Greater than 45,African-American,0.4100866857438036
Male,Less than 25,African-American,0.40935831511012316
Male,25 - 45,African-American,0.4093579111469589
Female,Less than 25,Caucasian,0.4093575692068412
Male,25 - 45,Caucasian,0.4093565800980799
Male,25 - 45,African-American,0.4093565126863573
Male,25 - 45,African-American,0.4093560704576183
Male,Greater than 45,African-American,0.40862526115515396
Male,Less than 25,African-American,0.4078974575217608
Male,Less than 25,African-American,0.40789728674720394
Female,25 - 45,African-American,0.4078969370712534
Male,Less than 25,African-American,0.40789641256439874
Female,Less than 25,African-American,0.4078964096655388
Male,Less than 25,Other,0.40789608508736536
Male,Less than 25,African-American,0.40789591557572336
Male,Less than 25,African-American,0.4078958363397534
Male,Less than 25,African-American,0.4078954975707302
Male,Less than 25,African-American,0.4078953273022821
Male,25 - 45,African-American,0.4078953209495739
Male,Less than 25,African-American,0.4078951776194518
Male,25 - 45,African-American,0.4078951303841169
Male,Less than 25,African-American,0.40789502720472515
Male,Less than 25,African-American,0.40789500694690956
Male,25 - 45,African-American,0.40789493118671144
Male,Less than 25,African-American,0.40789480270102885
Female,Less than 25,Hispanic,0.4078947605587012
Male,Less than 25,Other,0.4078947362783073
Male,Less than 25,African-American,0.40789467869338397
Male,Less than 25,Caucasian,0.4078946039832856
Male,Less than 25,African-American,0.40789446605482566
Male,Less than 25,African-American,0.40789437075353663
Male,Greater than 45,African-American,0.4078942606320935
Male,Less than 25,African-American,0.4078941433336711
Male,Less than 25,Caucasian,0.4078941149592161
Male,Less than 25,African-American,0.40789410980596147
Male,Less than 25,African-American,0.4078938649490816
Male,Less than 25,Caucasian,0.40789380426406363
Male,25 - 45,African-American,0.407893731977157
Male,Less than 25,African-American,0.40789367822555617
Male,Less than 25,African-American,0.4078934994003344
Female,Less than 25,African-American,0.4078934230423398
Male,25 - 45,African-American,0.40789289500377063
Male,Less than 25,African-American,0.407892853038087
Male,25 - 45,Caucasian,0.407892599765401
Male,Less than 25,Caucasian,0.4078920729048763
Male,Greater than 45,African-American,0.40716339333421236
Male,25 - 45,Caucasian,0.4071629836680101
Male,Greater than 45,African-American,0.4057015106332767
Female,25 - 45,African-American,0.40570102802960173
Male,25 - 45,African-American,0.404241426263959
Male,Greater than 45,African-American,0.4042411012924343
Male,25 - 45,African-American,0.40424090421553704
Female,25 - 45,African-American,0.40424017476203083
Male,Less than 25,African-American,0.4042397216688833
Male,25 - 45,African-American,0.40423965371488974
Male,25 - 45,Caucasian,0.4042395837029361
Male,25 - 45,African-American,0.4042392525370081
Male,25 - 45,African-American,0.40277877483571656
Male,25 - 45,African-American,0.4027784075721835
Male,25 - 45,African-American,0.4027783033403044
Male,25 - 45,African-American,0.4027782858025716
Male,25 - 45,African-American,0.4027780988303875
Male,Less than 25,Caucasian,0.4027778391457054
Male,Less than 25,African-American,0.4027776008502895
Male,25 - 45,African-American,0.4027775330713221
Male,25 - 45,Caucasian,0.4027769244178442
Male,25 - 45,African-American,0.402776700665181
Male,25 - 45,African-American,0.4027756493373702
Female,25 - 45,African-American,0.40204731550665285
Male,Less than 25,African-American,0.4013187091374686
Male,Less than 25,African-American,0.4013182781924833
Male,Less than 25,African-American,0.4013173792864313
Male,Less than 25,African-American,0.4013171707208593
Male,Less than 25,African-American,0.4013171465434472
Male,Less than 25,African-American,0.4013166416000051
Male,Less than 25,African-American,0.40131631346531477
Male,Less than 25,African-American,0.4013159939268428
Male,Less than 25,African-American,0.4013159270329633
Male,25 - 45,African-American,0.40131526382676735
Male,Less than 25,African-American,0.40131524158776355
Male,25 - 45,African-American,0.40131510433392314
Male,Less than 25,African-American,0.40131506324135685
Male,Less than 25,African-American,0.4013146325891414
Male,25 - 45,African-American,0.39912289483341046
Male,25 - 45,African-American,0.39912187501152896
Male,25 - 45,African-American,0.39912100228031316
Male,25 - 45,African-American,0.39766328699463754
Male,25 - 45,African-American,0.39766109315665893
Male,Greater than 45,African-American,0.39766010488886067
Female,25 - 45,Caucasian,0.39765997129768305
Male,Less than 25,Caucasian,0.39765994447812597
